system:index,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026e3_0,15,15,15,15,15,15,15,-40.6583269,-13.12213836,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.65824383265581,-13.122095597011706]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026e5_0,15,15,15,15,15,15,15,-40.77124514,-12.15276634,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.77116206386964,-12.15272357391833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026f0_0,15,15,15,15,15,15,15,-40.34598268,-12.15303583,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.34589960836745,-12.152993068503566]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026f7_0,15,15,15,15,15,15,15,-40.04037582,-12.3885741,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.040292748709994,-12.388531335999705]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026f9_0,15,15,15,15,15,15,15,-40.63838431,-13.17226436,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.63830123334836,-13.172221589865575]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002707_0,15,15,15,15,15,15,15,-40.88416337,-13.00032681,599589.944358633,7741,4,4,4,4,4,33,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.88408029508346,-13.000284044485099]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000271a_0,15,15,15,15,15,15,15,-40.28723286,-12.4335797,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.28714978878604,-12.433536931734093]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000271b_0,15,15,15,15,15,15,15,-41.19165669,-13.40510768,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.19157361683757,-13.405064911509355]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002727_0,15,15,15,15,15,15,15,-41.09221319,-12.66830948,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.09213011488554,-12.668266715474523]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002728_0,15,15,15,15,15,15,15,-41.21429423,-12.25382681,599589.944358633,7741,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.21421116199738,-12.253784043381776]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000273d_0,15,15,15,15,15,15,15,-40.69767311,-12.76936995,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.697590042100245,-12.76932718493797]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002745_0,15,15,15,15,15,15,15,-40.10532402,-12.96232807,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10524094375184,-12.962285307966843]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000274e_0,15,15,15,15,15,15,15,-41.52017059,-12.36135515,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.52008751624008,-12.361312382890883]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000275b_0,15,15,15,15,15,15,15,-40.52735254,-12.25382681,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.52726946423119,-12.253784043381776]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000275f_0,15,15,15,15,15,15,15,-40.32091968,-12.24223854,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.32083661194052,-12.242195776216635]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002763_0,15,15,15,15,15,15,15,-41.69561156,-12.18106327,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.69552849122862,-12.181020505368094]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002778_0,15,15,15,15,15,15,15,-40.57289712,-12.45513926,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.57281404913605,-12.45509649855296]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000277d_0,15,15,15,15,15,15,15,-41.08116391,-12.84240298,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.08108083689087,-12.842360217536886]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002789_0,15,15,15,15,15,15,15,-40.68285091,-12.98658259,599589.944358633,7741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.68276783991227,-12.98653982063807]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000279a_0,15,15,15,15,15,15,15,-40.41578178,-13.32075587,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.41569870594354,-13.320713106330532]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000279c_0,15,15,15,15,15,15,15,-41.82955037,-12.58314919,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.82946730009085,-12.583106426539992]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000027ae_0,15,15,15,15,15,15,15,-40.94965055,-12.26352861,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.94956747929577,-12.263485848450268]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000027cd_0,15,15,15,15,15,15,15,-41.11889315,-12.83458764,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.11881007882389,-12.834544874565047]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000027df_0,15,15,15,15,15,15,15,-41.76972257,-12.29371201,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.76963950216848,-12.293669241996682]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000027ff_0,15,15,15,15,15,15,15,-41.56679315,-12.72382537,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.56671007948589,-12.72378260003311]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000280c_0,15,15,15,15,15,15,15,-40.4198242,-13.0558427,599589.944358633,7741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.41974112472208,-13.055799929043685]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000280e_0,15,15,15,15,15,15,15,-40.76396878,-12.22499089,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.763885710068266,-12.224948122761539]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002828_0,15,15,15,15,15,15,15,-40.43599387,-12.14575948,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.43591079983623,-12.145716714702198]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000284c_0,15,15,15,15,15,15,15,-40.3896408,-12.7071167,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.389557731175664,-12.707073935748486]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002853_0,15,15,15,15,15,15,15,-40.74591264,-12.08754865,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.74582957285747,-12.087505884291252]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002883_0,15,15,15,15,15,15,15,-40.57667005,-12.75724269,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.57658697332935,-12.757199928602356]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000289c_0,15,15,15,15,15,15,15,-40.81463376,-12.80898566,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.81455069209261,-12.80894288896764]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000297e_0,15,15,15,15,15,15,15,-40.43680236,-11.92315695,336218.045360986,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.43671928359194,-11.92311418729738]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002998_0,15,15,15,15,15,15,15,-40.79630813,-12.10129287,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.79622506029657,-12.10125010813828]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000299e_0,15,15,15,15,15,15,15,-41.55412691,-12.22202645,599589.944358633,7741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.5540438339798,-12.221983682323945]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000029d8_0,15,15,15,15,15,15,15,-41.002202,-12.08431472,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.00211892341677,-12.084271949268421]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002a5b_0,15,15,15,15,15,15,15,-40.81059135,-12.48262771,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.81050827331407,-12.482584946247018]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002b5c_0,15,15,15,15,15,15,15,-40.41578178,-13.190051,599589.944358633,7741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.41569870594354,-13.190008232491142]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002ba8_0,15,15,15,15,15,15,15,-40.95611842,-12.3241649,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.956035349341434,-12.324122130128334]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000037fc_0,15,15,15,15,15,15,15,-40.02447564,-12.70603872,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.02439256818108,-12.705995957407543]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000398f_0,15,15,15,15,15,15,15,-40.69228322,-12.56132013,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.69220015039553,-12.561277365135888]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000039ff_0,15,15,15,15,15,15,4,-40.08457293,-12.31149865,599589.944358633,7741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.08448986068868,-12.31145588462225]}"
